incident_id,trace,priority
INC0028170,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028171,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028172,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028173,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028174,[L]N;[S]N;[L]W;[L]A;[L]A;[L]A;[L]A;[L]A;[L]W;[L]W;[L]W;[L]W;[S]A;[S]R;[S]C;,3 - Moderate
INC0028175,[S]N;[S]A;[L]A;[L]A;[L]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028176,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028177,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028178,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028180,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028181,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028182,[S]N;[S]A;[L]A;[L]W;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028183,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028185,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028186,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028187,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0028188,[S]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028190,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028191,[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0028192,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028193,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028195,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028196,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028200,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028201,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0028203,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028205,[S]N;[L]A;[L]A;[L]W;[L]A;[L]W;[L]W;[L]W;[S]A;[S]R;[S]C;,3 - Moderate
INC0028208,[M]N;[S]A;[L]A;[L]R;[S]R;[S]C;,3 - Moderate
INC0028209,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028210,[S]N;[L]N;[L]N;[L]A;[L]A;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028211,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028212,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028213,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028214,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028215,[M]N;[S]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028216,[S]N;[S]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028218,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028219,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028221,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028222,[L]N;[S]N;[S]A;[L]A;[L]A;[L]W;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028223,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0028224,[S]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028225,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028226,[L]N;[S]N;[L]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028227,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028228,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028229,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028231,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0028232,[S]N;[L]N;[L]N;[L]W;[L]W;[S]A;[S]R;[S]C;,3 - Moderate
INC0028233,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028234,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028235,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028238,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028239,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028240,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028241,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028243,[S]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028244,[S]N;[S]A;[L]W;[L]A;[S]R;[S]C;,3 - Moderate
INC0028245,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028246,[L]N;[S]N;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028247,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028248,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028249,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028250,[S]N;[L]N;[L]N;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028251,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028253,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028254,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028255,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028257,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028258,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028259,[S]N;[L]N;[L]N;[L]N;[L]A;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028260,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028261,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028262,[M]N;[S]A;[L]A;[L]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028263,[S]N;[L]A;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028265,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028266,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028267,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028268,[S]N;[S]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028269,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028270,[S]N;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028271,[L]N;[S]N;[L]N;[L]N;[L]N;[L]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,2 - High
INC0028272,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028273,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028274,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[S]R;[S]C;,2 - High
INC0028275,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028276,[S]N;[S]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028278,[S]N;[S]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028279,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028281,[M]N;[S]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028283,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028284,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028285,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028287,[M]N;[S]A;[S]R;[S]C;,4 - Low
INC0028288,[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0028289,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028290,[M]N;[M]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028291,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028292,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028293,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028294,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028295,[S]N;[L]N;[L]W;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028296,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028298,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028301,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028302,[S]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028304,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028305,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0028306,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028307,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028308,[M]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028311,[L]N;[S]N;[L]N;[L]A;[L]A;[L]W;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028312,[S]N;[L]A;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028313,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028314,[S]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028315,[M]N;[S]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028316,[M]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028317,[L]N;[S]N;[L]W;[M]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028319,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028320,[S]N;[L]W;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028321,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028323,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028324,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028325,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028327,[L]N;[S]N;[L]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028329,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028330,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028331,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028332,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028333,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028334,[S]N;[L]N;[M]A;[S]R;[S]C;,4 - Low
INC0028335,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028336,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0028339,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0028341,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028343,[L]N;[S]N;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028344,[L]N;[S]N;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028345,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028346,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028347,[L]N;[S]N;[S]A;[L]A;[L]W;[S]R;[L]R;[S]C;,3 - Moderate
INC0028348,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028349,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028351,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028352,[S]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028353,[S]N;[S]A;[L]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028354,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]A;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028355,[S]N;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028356,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028357,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0028358,[S]N;[L]W;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028360,[M]N;[M]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028363,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028364,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028365,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028366,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028368,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028369,[S]N;[S]A;[L]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028371,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028373,[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0028374,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028375,[S]N;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028378,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028379,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028380,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028381,[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0028384,[S]N;[S]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028385,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028387,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]W;[S]R;[S]C;,4 - Low
INC0028388,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028389,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028391,[S]N;[L]N;[M]A;[L]N;[L]W;[S]R;[L]R;[S]C;,3 - Moderate
INC0028392,[S]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028393,[S]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028394,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028395,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028396,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028398,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028400,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028401,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0028402,[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028403,[L]N;[S]N;[L]N;[M]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028404,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028405,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028407,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028409,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028410,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0028411,[L]N;[S]N;[S]A;[L]A;[S]R;[L]C;[L]C;[L]A;[L]A;[L]R;[S]C;,3 - Moderate
INC0028412,[S]N;[L]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028413,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028414,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028415,[S]N;[S]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028416,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028417,[S]N;[L]N;[L]N;[L]N;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028418,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028419,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0028421,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028422,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028426,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028428,[S]N;[L]N;[M]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028429,[S]N;[S]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028430,[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0028431,[S]N;[L]N;[L]N;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028432,[L]N;[S]N;[L]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028433,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028435,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0028436,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028437,[L]N;[S]N;[S]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028438,[S]N;[L]N;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028439,[S]N;[S]A;[L]A;[L]A;[L]A;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028440,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028441,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028442,[L]N;[S]N;[S]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0028446,[M]N;[S]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028450,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028452,[M]N;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028453,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0028454,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028455,[S]N;[L]N;[L]N;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028456,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028457,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028458,[S]N;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028459,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028462,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028463,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028464,[M]N;[S]A;[L]W;[L]W;[L]W;[L]W;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028465,[S]N;[M]A;[S]R;[S]C;,2 - High
INC0028466,[S]N;[S]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028469,[S]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,2 - High
INC0028470,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028471,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028472,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028473,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028474,[L]N;[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028475,[S]N;[L]W;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028476,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028477,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028478,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028479,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028480,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028482,[L]N;[S]N;[S]A;[L]A;[L]W;[L]W;[L]W;[L]A;[S]R;[S]C;,3 - Moderate
INC0028483,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028484,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028485,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028486,[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[S]R;[S]C;,3 - Moderate
INC0028488,[S]N;[L]N;[L]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028489,[M]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028490,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028491,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028493,[S]N;[L]W;[M]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028494,[L]N;[S]N;[L]W;[M]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028495,[S]N;[S]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028497,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028498,[S]N;[L]N;[M]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028499,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028500,[L]N;[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028501,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028502,[L]N;[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]A;[L]A;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028503,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028504,[M]N;[S]A;[L]A;[L]R;[S]R;[S]C;,3 - Moderate
INC0028505,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0028506,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028507,[S]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028508,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028509,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028510,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028511,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028512,[L]N;[S]N;[L]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0028514,[S]N;[L]N;[M]A;[L]W;[L]W;[L]W;[L]R;[S]R;[S]C;,3 - Moderate
INC0028517,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028518,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0028519,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0028521,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,2 - High
INC0028522,[S]N;[L]N;[M]A;[S]R;[S]C;,4 - Low
INC0028524,[S]N;[L]N;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0028528,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0028530,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028532,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0028533,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028535,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028536,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028540,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028541,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028542,[L]N;[S]N;[L]N;[M]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028544,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028545,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0028546,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028547,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028554,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028555,[M]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028556,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028560,[S]N;[L]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0028563,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0028564,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028565,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028566,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0028567,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028568,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028569,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028570,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028571,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028572,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028573,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028574,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028575,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028576,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028577,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028578,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0028579,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
